1	RGI60-11.00007
2	RGI60-11.00010
3	RGI60-11.00011
4	RGI60-11.00012
5	RGI60-11.00015
6	RGI60-11.00020
7	RGI60-11.00023
8	RGI60-11.00033
9	RGI60-11.00035
10	RGI60-11.00064
11	RGI60-11.00069
12	RGI60-11.00073
13	RGI60-11.00093
14	RGI60-11.00096
15	RGI60-11.00099
16	RGI60-11.00107
17	RGI60-11.00111
18	RGI60-11.00112
19	RGI60-11.00113
20	RGI60-11.00117
21	RGI60-11.00119
22	RGI60-11.00125
23	RGI60-11.00130
24	RGI60-11.00131
25	RGI60-11.00132
26	RGI60-11.00137
27	RGI60-11.00144
28	RGI60-11.00145
29	RGI60-11.00148
30	RGI60-11.00150
31	RGI60-11.00154
32	RGI60-11.00160
33	RGI60-11.00163
34	RGI60-11.00177
35	RGI60-11.00184
36	RGI60-11.00187
37	RGI60-11.00194
38	RGI60-11.00203
39	RGI60-11.00206
40	RGI60-11.00209
41	RGI60-11.00215
42	RGI60-11.00217
43	RGI60-11.00225
44	RGI60-11.00232
45	RGI60-11.00234
46	RGI60-11.00238
47	RGI60-11.00241
48	RGI60-11.00243
49	RGI60-11.00250
50	RGI60-11.00253
51	RGI60-11.00255
52	RGI60-11.00260
53	RGI60-11.00261
54	RGI60-11.00265
55	RGI60-11.00266
56	RGI60-11.00269
57	RGI60-11.00275
58	RGI60-11.00276
59	RGI60-11.00282
60	RGI60-11.00292
61	RGI60-11.00299
62	RGI60-11.00314
63	RGI60-11.00318
64	RGI60-11.00321
65	RGI60-11.00324
66	RGI60-11.00327
67	RGI60-11.00329
68	RGI60-11.00333
69	RGI60-11.00346
70	RGI60-11.00349
71	RGI60-11.00350
72	RGI60-11.00356
73	RGI60-11.00363
74	RGI60-11.00372
75	RGI60-11.00381
76	RGI60-11.00387
77	RGI60-11.00389
78	RGI60-11.00403
79	RGI60-11.00405
80	RGI60-11.00410
81	RGI60-11.00421
82	RGI60-11.00424
83	RGI60-11.00426
84	RGI60-11.00428
85	RGI60-11.00429
86	RGI60-11.00432
87	RGI60-11.00433
88	RGI60-11.00445
89	RGI60-11.00447
90	RGI60-11.00455
91	RGI60-11.00461
92	RGI60-11.00462
93	RGI60-11.00464
94	RGI60-11.00466
95	RGI60-11.00467
96	RGI60-11.00472
97	RGI60-11.00473
98	RGI60-11.00477
99	RGI60-11.00482
100	RGI60-11.00483
101	RGI60-11.00486
102	RGI60-11.00494
103	RGI60-11.00495
104	RGI60-11.00512
105	RGI60-11.00516
106	RGI60-11.00517
107	RGI60-11.00519
108	RGI60-11.00522
109	RGI60-11.00525
110	RGI60-11.00527
111	RGI60-11.00532
112	RGI60-11.00544
113	RGI60-11.00552
114	RGI60-11.00555
115	RGI60-11.00556
116	RGI60-11.00568
117	RGI60-11.00571
118	RGI60-11.00573
119	RGI60-11.00575
120	RGI60-11.00576
121	RGI60-11.00580
122	RGI60-11.00583
123	RGI60-11.00595
124	RGI60-11.00600
125	RGI60-11.00602
126	RGI60-11.00606
127	RGI60-11.00610
128	RGI60-11.00612
129	RGI60-11.00613
130	RGI60-11.00617
131	RGI60-11.00620
132	RGI60-11.00630
133	RGI60-11.00645
134	RGI60-11.00649
135	RGI60-11.00650
136	RGI60-11.00668
137	RGI60-11.00669
138	RGI60-11.00675
139	RGI60-11.00681
140	RGI60-11.00683
141	RGI60-11.00686
142	RGI60-11.00688
143	RGI60-11.00690
144	RGI60-11.00693
145	RGI60-11.00696
146	RGI60-11.00700
147	RGI60-11.00703
148	RGI60-11.00704
149	RGI60-11.00707
150	RGI60-11.00709
151	RGI60-11.00711
152	RGI60-11.00714
153	RGI60-11.00717
154	RGI60-11.00724
155	RGI60-11.00729
156	RGI60-11.00737
157	RGI60-11.00738
158	RGI60-11.00740
159	RGI60-11.00741
160	RGI60-11.00747
161	RGI60-11.00756
162	RGI60-11.00757
163	RGI60-11.00759
164	RGI60-11.00760
165	RGI60-11.00765
166	RGI60-11.00768
167	RGI60-11.00775
168	RGI60-11.00780
169	RGI60-11.00783
170	RGI60-11.00792
171	RGI60-11.00794
172	RGI60-11.00798
173	RGI60-11.00799
174	RGI60-11.00801
175	RGI60-11.00802
176	RGI60-11.00808
177	RGI60-11.00810
178	RGI60-11.00813
179	RGI60-11.00815
180	RGI60-11.00816
181	RGI60-11.00818
182	RGI60-11.00823
183	RGI60-11.00825
184	RGI60-11.00837
185	RGI60-11.00845
186	RGI60-11.00849
187	RGI60-11.00851
188	RGI60-11.00856
189	RGI60-11.00858
190	RGI60-11.00861
191	RGI60-11.00863
192	RGI60-11.00873
193	RGI60-11.00874
194	RGI60-11.00879
195	RGI60-11.00882
196	RGI60-11.00883
197	RGI60-11.00889
198	RGI60-11.00891
199	RGI60-11.00896
200	RGI60-11.00900
201	RGI60-11.00901
202	RGI60-11.00902
203	RGI60-11.00908
204	RGI60-11.00915
205	RGI60-11.00916
206	RGI60-11.00921
207	RGI60-11.00934
208	RGI60-11.00939
209	RGI60-11.00942
210	RGI60-11.00947
211	RGI60-11.00948
212	RGI60-11.00952
213	RGI60-11.00960
214	RGI60-11.00961
215	RGI60-11.00966
216	RGI60-11.00967
217	RGI60-11.00968
218	RGI60-11.00970
219	RGI60-11.00971
220	RGI60-11.00974
221	RGI60-11.00978
222	RGI60-11.00980
223	RGI60-11.00982
224	RGI60-11.00984
225	RGI60-11.00985
226	RGI60-11.00989
227	RGI60-11.01000
228	RGI60-11.01002
229	RGI60-11.01004
230	RGI60-11.01005
231	RGI60-11.01009
232	RGI60-11.01012
233	RGI60-11.01013
234	RGI60-11.01014
235	RGI60-11.01016
236	RGI60-11.01017
237	RGI60-11.01021
238	RGI60-11.01022
239	RGI60-11.01023
240	RGI60-11.01025
241	RGI60-11.01026
242	RGI60-11.01027
243	RGI60-11.01028
244	RGI60-11.01031
245	RGI60-11.01035
246	RGI60-11.01037
247	RGI60-11.01040
248	RGI60-11.01043
249	RGI60-11.01045
250	RGI60-11.01047
251	RGI60-11.01050
252	RGI60-11.01052
253	RGI60-11.01053
254	RGI60-11.01056
255	RGI60-11.01060
256	RGI60-11.01066
257	RGI60-11.01073
258	RGI60-11.01074
259	RGI60-11.01075
260	RGI60-11.01077
261	RGI60-11.01080
262	RGI60-11.01082
263	RGI60-11.01083
264	RGI60-11.01084
265	RGI60-11.01086
266	RGI60-11.01088
267	RGI60-11.01089
268	RGI60-11.01092
269	RGI60-11.01093
270	RGI60-11.01095
271	RGI60-11.01101
272	RGI60-11.01112
273	RGI60-11.01115
274	RGI60-11.01118
275	RGI60-11.01122
276	RGI60-11.01123
277	RGI60-11.01124
278	RGI60-11.01125
279	RGI60-11.01128
280	RGI60-11.01129
281	RGI60-11.01130
282	RGI60-11.01131
283	RGI60-11.01132
284	RGI60-11.01133
285	RGI60-11.01134
286	RGI60-11.01136
287	RGI60-11.01139
288	RGI60-11.01147
289	RGI60-11.01149
290	RGI60-11.01153
291	RGI60-11.01154
292	RGI60-11.01157
293	RGI60-11.01158
294	RGI60-11.01159
295	RGI60-11.01160
296	RGI60-11.01162
297	RGI60-11.01163
298	RGI60-11.01164
